author,n,match,gender,titles,ntit,birth,death,prefix1,prefix2
"Тарханеев, Ф.",128,ТарханеевФ,m,"Лесные были; Дупляночка; У крутых скал; Хитрая ворона; Воробьи-захватчики; Плавающее гнездышко; Поручейничек; Чудесный мастер; Хитрая кумушка; Лебеди; Глухарята; Уж и гадюка; Бурундук-предсказатель; Ершовый амбар^чик; На плову-чем острове; Лис Лисыч; Наташины гусята; Поручейник; Дичок; Маленькая певунья; Окуни; Ершовый амбарчик; На плавучем острове; Лис Ли-сыч; Пулькин Приемыш — Тэтси; Муська; Или, Мишка и Пышка; На Светлом озере; Ф. К. Тарханеев (1888—1955); Дупля-ночка; 'Глухарята; Тэтси; На Светлом озере. •— Черное Ушко; Ф. К. Тарханеев. У КРУТЫХ СКАЛ. Через Нарым-ский хребет; У забытой шахты; Тайна; Розовый турмалин; Сюрприз; Хохря; В Сухой пади; Вермикулит; Зелёный камень; У крутых скал. ЛЕСНЫЕ БЫЛИ. Муська; Кумушка; Лис Лп-сыч; Пуль-кин приемыш; «Ф. К. Тарханеев» (1888— 1955); Хитрая ворона. Дупляночка. Плавающее гнездышко. Лебеди. Глухарята. Поручейник. Маленькая певунья. Дичок. Уж и гадюка. Бурундук-предсказатель. Окуни. Пулькнн приемыш. Лис Лисыч. Наташины гусята. Тэтси. Или, Мишка и Пышка. Муська. На Светлом озере. Черное Ушко; Пулькин приемыш; М аленькая певунья; Тэтси, или Мишка и Пышка",51,,,ТарханеевФ,NA
"Тарханеев, Федор",21,ТарханеевФ,m,"Лесные были; Муська; Хитрая ворона; Дупляночка; Воробьи-захватчики; Плавающее гнездышко; Поручейник; Чудесный мастер; Кумушка; Лебеди; Глухарята; Дичок; Уж , и гадюка; Бурундук-предсказатель; Маленькая певунья; Окуни; Ершовый амбарчик; Лис Лисыч; Наташины гусята; Пулькин приемыш — Тэтси; Или, Мышка и Пышка; На Светлом озере",22,,,ТарханеевФ,NA
"Тарханов, А.",1,ТархановА,m,"Праздник осени",1,,,ТархановА,NA
"Тарханов, А. С.",18,ТархановАС,m,"Волшебство; Ханты-мансийские сказки; Чудеса; Утренняя музыка зимы; «От мороза ели...»; Следопыт; Важенка; Маленький каюр; Весенняя картинка; «В небесах обветренных идет...»; «Проснулись рано нынче ели...»; На Самотлоре; Запахи лета; Морошка; После грозы; Тропинки; Сорни Лопыс; Хлебушко; Хилы и Аки Черное Сердце",19,,,ТархановА,ТархановАС
"Тарханова, И.",1,ТархановаИ,f,"Праздник осени",1,,,ТархановаИ,NA
"Тархова, В.",1,ТарховаВ,f,Кролики,1,,,ТарховаВ,NA
"Тархова, М. А.",1,ТарховаМА,f,"Как человек познает и преобразует окружающий мир",1,,,ТарховаМ,ТарховаМА
"Тархова, Т.",1,ТарховаТ,f,"Ученические бригады в колхозах",1,,,ТарховаТ,NA
"Тарчевский, В.",1,ТарчевскийВ,m,"Озеленим свою школу, свой колхоз, свой дом",1,,,ТарчевскийВ,NA
Тасина,1,Тасина,f,"Русалкин гребень",1,,,Тасина,NA
"Татаи, Шандор",4,ТатаиШ,-,"Ружья и голуби; Витязь с двумя мечами",2,,,ТатаиШ,NA
"Татаренко, Л. С.",1,ТатаренкоЛС,-,"Высокое небо",1,,,ТатаренкоЛ,ТатаренкоЛС
"Татаринов, Б.",12,ТатариновБФ,m,"Синие загадки—красные разгадки; Ящик-рассказчик; Где кот!; Что это такое",4,,,ТатариновБ,NA
